"State","year","vals"
"Ohio","1970",8.434923172
"Oklahoma","1970",9.80232048
"Oregon","1970",8.112443924
"Pennsylvania","1970",8.977834702
"Rhode Island","1970",8.857636452
"South Carolina","1970",8.027695656
"South Dakota","1970",7.007249355
"Tennessee","1970",10.04245758
"Texas","1970",10.04902077
"Utah","1970",7.53593111
"Vermont","1970",7.616992474
"Virginia","1970",7.78653717
"Washington","1970",7.665539742
"West Virginia","1970",9.628764153
"Wisconsin","1970",7.621516228
"Wyoming","1970",8.413664818
"Alabama","1971",10.03174973
"Alaska","1971",5.290911198
"Arizona","1971",9.170714378
"Arkansas","1971",10.54277325
"California","1971",8.684988022
"Colorado","1971",8.502223969
"Connecticut","1971",10.4783802
"Delaware","1971",11.21992397
"District of Columbia","1971",10.51058769
"Florida","1971",11.59799004
"Georgia","1971",9.616605759
"Hawaii","1971",6.794685364
"Idaho","1971",7.830280781
"Illinois","1971",9.07971096
"Indiana","1971",8.557385445
"Iowa","1971",8.19174099
"Kansas","1971",8.82917881
"Kentucky","1971",9.988491058
"Louisiana","1971",10.39666557
"Maine","1971",8.896944046
"Maryland","1971",7.810493946
"Massachusetts","1971",9.300573349
"Michigan","1971",8.529812813
"Minnesota","1971",8.320299149
"Mississippi","1971",10.22475529
"Missouri","1971",9.550601006
"Montana","1971",7.643923759
"Nebraska","1971",8.235485077
"Nevada","1971",9.25519371
"New Hampshire","1971",8.666464806
"New Jersey","1971",9.228672028
"New Mexico","1971",8.229198456
"New York","1971",11.24524784
"North Carolina","1971",9.295892715
"North Dakota","1971",7.067052841
"Ohio","1971",8.686056137
"Oklahoma","1971",9.931871414
"Oregon","1971",8.779221535
"Pennsylvania","1971",9.250461578
"Rhode Island","1971",8.933012009
"South Carolina","1971",8.339457512
"South Dakota","1971",7.131402969
"Tennessee","1971",10.72374821
"Texas","1971",10.93931389
"Utah","1971",7.704424858
"Vermont","1971",8.58149147
"Virginia","1971",8.168533325
"Washington","1971",8.126584053
"West Virginia","1971",9.982397079
"Wisconsin","1971",7.864238262
"Wyoming","1971",8.854219437
"Alabama","1972",9.976192474
"Alaska","1972",5.237933636
"Arizona","1972",9.168780327
"Arkansas","1972",10.58777809
"California","1972",9.05818367
"Colorado","1972",8.738717079
"Connecticut","1972",10.69216251
"Delaware","1972",11.13788223
"District of Columbia","1972",10.77006626
"Florida","1972",12.4193697
"Georgia","1972",9.976652145
"Hawaii","1972",7.419763565
"Idaho","1972",7.493748665
"Illinois","1972",9.486357689
"Indiana","1972",8.846837997
"Iowa","1972",8.201328278
"Kansas","1972",8.773431778
"Kentucky","1972",9.77077961
"Louisiana","1972",10.53736782
"Maine","1972",8.290518761
"Maryland","1972",8.280608177
"Massachusetts","1972",9.469652176
"Michigan","1972",8.629603386
"Minnesota","1972",8.624227524
"Mississippi","1972",9.931957245
"Missouri","1972",9.651981354
"Montana","1972",6.91740799
"Nebraska","1972",8.55300808
"Nevada","1972",10.25185299
"New Hampshire","1972",8.550515175
"New Jersey","1972",9.681967735
"New Mexico","1972",8.301874161
"New York","1972",11.26863575
"North Carolina","1972",9.148833275
"North Dakota","1972",6.204181671
"Ohio","1972",8.676607132
"Oklahoma","1972",10.2881937
"Oregon","1972",9.306381226
"Pennsylvania","1972",9.395049095
"Rhode Island","1972",9.506145477
"South Carolina","1972",8.58987236
"South Dakota","1972",6.835328579
"Tennessee","1972",10.67159748
"Texas","1972",11.55711174
"Utah","1972",7.513571739
"Vermont","1972",7.792448997
"Virginia","1972",8.301330566
"Washington","1972",8.330020905
"West Virginia","1972",9.631443024
"Wisconsin","1972",8.079925537
"Wyoming","1972",7.645390511
"Alabama","1973",9.556977272
"Alaska","1973",5.59992218
"Arizona","1973",8.848818779
"Arkansas","1973",10.48117924
"California","1973",8.748606682
"Colorado","1973",8.199412346
"Connecticut","1973",9.417341232
"Delaware","1973",10.84646893
"District of Columbia","1973",9.806385994
"Florida","1973",11.49781704
"Georgia","1973",9.468849182
"Hawaii","1973",7.497602463
"Idaho","1973",8.160877228
"Illinois","1973",9.025185585
"Indiana","1973",7.998569965
"Iowa","1973",7.697016239
"Kansas","1973",8.72010231
"Kentucky","1973",9.394114494
"Louisiana","1973",10.18038654
"Maine","1973",8.307855606
"Maryland","1973",7.998085976
"Massachusetts","1973",8.926488876
"Michigan","1973",8.148039818
"Minnesota","1973",7.627932549
"Mississippi","1973",9.668741226
"Missouri","1973",8.919531822
"Montana","1973",7.775699615
"Nebraska","1973",8.781243324
"Nevada","1973",10.01917171
"New Hampshire","1973",7.999032021
"New Jersey","1973",8.825913429
"New Mexico","1973",8.392678261
"New York","1973",10.24757576
"North Carolina","1973",8.361755371
"North Dakota","1973",5.79961729
"Ohio","1973",8.145896912
"Oklahoma","1973",9.579760551
"Oregon","1973",9.016122818
"Pennsylvania","1973",8.731789589
"Rhode Island","1973",9.024647713
"South Carolina","1973",8.283022881
"South Dakota","1973",6.480316162
"Tennessee","1973",9.9223423
"Texas","1973",11.16669083
"Utah","1973",7.563750267
"Vermont","1973",7.722968578
"Virginia","1973",8.059796333
"Washington","1973",8.320949554
"West Virginia","1973",9.56829834
"Wisconsin","1973",7.399734974
"Wyoming","1973",8.351548195
"Alabama","1974",9.616834641
"Alaska","1974",4.961171627
"Arizona","1974",8.645606041
"Arkansas","1974",10.38550377
"California","1974",8.633803368
"Colorado","1974",8.214017868
"Connecticut","1974",9.34046936
"Delaware","1974",9.7684021
"District of Columbia","1974",9.419451714
"Florida","1974",10.96720028
"Georgia","1974",9.08124733
"Hawaii","1974",7.075656414
"Idaho","1974",8.218497276
"Illinois","1974",8.72240448
"Indiana","1974",8.312143326
"Iowa","1974",7.978939056
"Kansas","1974",8.991303444
"Kentucky","1974",10.00449371
"Louisiana","1974",10.28839207
"Maine","1974",8.243440628
"Maryland","1974",7.601055145
"Massachusetts","1974",8.887300491
"Michigan","1974",8.280376434
"Minnesota","1974",8.000789642
"Mississippi","1974",9.610797882
"Missouri","1974",9.141880035
"Montana","1974",7.868697166
"Nebraska","1974",8.728144646
"Nevada","1974",9.467908859
"New Hampshire","1974",8.063221931
"New Jersey","1974",8.508300781
"New Mexico","1974",8.065746307
"New York","1974",9.977840424
"North Carolina","1974",8.337583542
"North Dakota","1974",6.698035717
"Ohio","1974",8.314188957
"Oklahoma","1974",9.857602119
"Oregon","1974",8.683582306
"Pennsylvania","1974",8.841584206
"Rhode Island","1974",9.237679482
"South Carolina","1974",7.979688168
"South Dakota","1974",7.028941154
"Tennessee","1974",9.846546173
"Texas","1974",10.83701515
"Utah","1974",7.717178345
"Vermont","1974",7.664444447
"Virginia","1974",8.112165451
"Washington","1974",8.350785255
"West Virginia","1974",9.732525826
"Wisconsin","1974",7.638722897
"Wyoming","1974",8.676815987
"Alabama","1975",9.451067924
"Alaska","1975",4.235769749
"Arizona","1975",8.250973701
"Arkansas","1975",10.05329418
"California","1975",8.323926926
"Colorado","1975",8.037535667
"Connecticut","1975",9.05045414
"Delaware","1975",8.511742592
"District of Columbia","1975",8.831315994
"Florida","1975",10.20588112
"Georgia","1975",8.500314713
"Hawaii","1975",6.508404732
"Idaho","1975",8.083013535
"Illinois","1975",8.230846405
"Indiana","1975",8.419074059
"Iowa","1975",8.063349724
"Kansas","1975",9.04199791
"Kentucky","1975",10.35580921
"Louisiana","1975",10.15306664
"Maine","1975",7.990764618
"Maryland","1975",7.045431614
"Massachusetts","1975",8.643802643
"Michigan","1975",8.214856148
"Minnesota","1975",8.171587944
"Mississippi","1975",9.332605362
"Missouri","1975",9.142399788
"Montana","1975",7.775129318
"Nebraska","1975",8.47504425
"Nevada","1975",8.721621513
"New Hampshire","1975",7.937616825
"New Jersey","1975",8.00753212
"New Mexico","1975",7.566333771
"New York","1975",9.488751411
"North Carolina","1975",8.121181488
"North Dakota","1975",7.401255131
"Ohio","1975",8.282243729
"Oklahoma","1975",9.894556046
"Oregon","1975",8.164486885
"Pennsylvania","1975",8.741514206
"Rhode Island","1975",9.227074623
"South Carolina","1975",7.504820824
"South Dakota","1975",7.390232563
"Tennessee","1975",9.545825958
"Texas","1975",10.27073193
"Utah","1975",7.68487072
"Vermont","1975",7.430820942
"Virginia","1975",7.974129677
"Washington","1975",8.185685158
"West Virginia","1975",9.66381073
"Wisconsin","1975",7.689993858
"Wyoming","1975",8.786466599
"Alabama","1976",9.510318756
"Alaska","1976",4.013024807
"Arizona","1976",8.431473732
"Arkansas","1976",10.25203896
"California","1976",8.497420311
"Colorado","1976",7.751739502
"Connecticut","1976",9.412061691
"Delaware","1976",8.893382072
"District of Columbia","1976",9.124536514
"Florida","1976",10.15473557
"Georgia","1976",8.479294777
"Hawaii","1976",6.434802055
"Idaho","1976",7.377975941
"Illinois","1976",8.50646019
"Indiana","1976",8.406335831
"Iowa","1976",8.014310837
"Kansas","1976",8.686973572
"Kentucky","1976",9.53974247
"Louisiana","1976",10.01745224
"Maine","1976",7.996912003
"Maryland","1976",7.060926914
"Massachusetts","1976",8.623685837
"Michigan","1976",8.123303413
"Minnesota","1976",8.736548424
"Mississippi","1976",9.261541367
"Missouri","1976",9.402357101
"Montana","1976",8.003573418
"Nebraska","1976",8.640435219
"Nevada","1976",8.974952698
"New Hampshire","1976",8.072581291
"New Jersey","1976",8.042341232
"New Mexico","1976",8.23024559
"New York","1976",9.814401627
"North Carolina","1976",8.592847824
"North Dakota","1976",7.96552372
"Ohio","1976",8.555614471
"Oklahoma","1976",10.36588192
"Oregon","1976",8.131538391
"Pennsylvania","1976",8.72550869
"Rhode Island","1976",9.639642715
"South Carolina","1976",7.89429903
"South Dakota","1976",8.326821327
"Tennessee","1976",9.837954521
"Texas","1976",10.5642004
"Utah","1976",7.514016628
"Vermont","1976",7.315241814
"Virginia","1976",7.629182339
"Washington","1976",7.962559223
"West Virginia","1976",9.888825417
"Wisconsin","1976",8.070353508
"Wyoming","1976",8.225521088
"Alabama","1977",9.936615944
"Alaska","1977",4.567631721
"Arizona","1977",8.38580513
"Arkansas","1977",10.45819569
"California","1977",8.896114349
"Colorado","1977",8.294214249
"Connecticut","1977",9.924578667
"Delaware","1977",9.301573753
"District of Columbia","1977",9.386857033
"Florida","1977",10.57164288
"Georgia","1977",8.615857124
"Hawaii","1977",6.84302187
"Idaho","1977",7.626732826
"Illinois","1977",8.706339836
"Indiana","1977",8.378977776
"Iowa","1977",8.034036636
"Kansas","1977",9.310788155
"Kentucky","1977",9.698329926
"Louisiana","1977",10.41702843
"Maine","1977",8.442374229
"Maryland","1977",7.300358295
"Massachusetts","1977",8.812339783
"Michigan","1977",8.188761711
"Minnesota","1977",8.345741272
"Mississippi","1977",9.598899841
"Missouri","1977",9.353806496
"Montana","1977",8.445000648
"Nebraska","1977",8.620578766
"Nevada","1977",10.25208855
"New Hampshire","1977",8.175592422
"New Jersey","1977",8.35375309
"New Mexico","1977",8.560307503
"New York","1977",9.977223396
"North Carolina","1977",8.974463463
"North Dakota","1977",8.189590454
"Ohio","1977",8.4392519
"Oklahoma","1977",10.37627029
"Oregon","1977",8.713114738
"Pennsylvania","1977",8.865813255
"Rhode Island","1977",9.598484039
"South Carolina","1977",8.386793137
"South Dakota","1977",8.185646057
"Tennessee","1977",9.803525925
"Texas","1977",10.71295738
"Utah","1977",7.973884583
"Vermont","1977",8.084132195
"Virginia","1977",7.606882095
"Washington","1977",8.107505798
"West Virginia","1977",9.995251656
"Wisconsin","1977",8.061943054
"Wyoming","1977",8.32395649
"Alabama","1978",9.364099503
"Alaska","1978",4.764849186
"Arizona","1978",8.553933144
"Arkansas","1978",9.51279068
"California","1978",8.90472126
"Colorado","1978",8.246873856
"Connecticut","1978",10.11849594
"Delaware","1978",9.37947464
"District of Columbia","1978",10.67677307
"Florida","1978",10.73345184
"Georgia","1978",8.519875526
"Hawaii","1978",7.074433804
"Idaho","1978",7.404364109
"Illinois","1978",8.664610863
"Indiana","1978",8.336336136
"Iowa","1978",7.356344223
"Kansas","1978",8.996416092
"Kentucky","1978",9.28091526
"Louisiana","1978",10.03351498
"Maine","1978",8.632376671
"Maryland","1978",7.412331104
"Massachusetts","1978",9.030360222
"Michigan","1978",8.300616264
"Minnesota","1978",8.241690636
"Mississippi","1978",9.732775688
"Missouri","1978",9.425616264
"Montana","1978",7.433636189
"Nebraska","1978",8.25526619
"Nevada","1978",10.53678989
"New Hampshire","1978",8.052858353
"New Jersey","1978",8.374297142
"New Mexico","1978",8.259189606
"New York","1978",10.18342209
"North Carolina","1978",8.551742554
"North Dakota","1978",6.972774982
"Ohio","1978",8.290220261
"Oklahoma","1978",9.710202217
"Oregon","1978",8.406049728
"Pennsylvania","1978",8.737681389
"Rhode Island","1978",9.513825417
"South Carolina","1978",7.99301815
"South Dakota","1978",7.717014313
"Tennessee","1978",9.634121895
"Texas","1978",10.31092739
"Utah","1978",7.746204853
"Vermont","1978",7.860031605
"Virginia","1978",7.507829189
"Washington","1978",8.025107384
"West Virginia","1978",9.326461792
"Wisconsin","1978",8.003682137
"Wyoming","1978",8.238137245
"Alabama","1979",9.993279457
"Alaska","1979",5.255713463
"Arizona","1979",9.154973984
"Arkansas","1979",10.30357265
"California","1979",10.23918056
"Colorado","1979",9.025712967
"Connecticut","1979",11.63451385
"Delaware","1979",10.16464233
"District of Columbia","1979",13.06532955
"Florida","1979",12.37230778
"Georgia","1979",9.673256874
"Hawaii","1979",7.423131466
"Idaho","1979",7.780445576
"Illinois","1979",9.716053963
"Indiana","1979",8.774801254
"Iowa","1979",8.331442833
"Kansas","1979",9.815997124
"Kentucky","1979",9.59094429
"Louisiana","1979",10.88761139
"Maine","1979",8.71547699
"Maryland","1979",8.490816116
"Massachusetts","1979",9.754623413
"Michigan","1979",9.006344795
"Minnesota","1979",9.342352867
"Mississippi","1979",10.71027184
"Missouri","1979",9.816966057
"Montana","1979",8.491493225
"Nebraska","1979",9.240097046
"Nevada","1979",11.46650124
"New Hampshire","1979",8.975047112
"New Jersey","1979",9.634039879
"New Mexico","1979",8.760144234
"New York","1979",11.61453724
"North Carolina","1979",9.382913589
"North Dakota","1979",7.963402748
"Ohio","1979",9.166096687
"Oklahoma","1979",10.66910076
"Oregon","1979",8.672046661
"Pennsylvania","1979",9.39486599
"Rhode Island","1979",10.37277985
"South Carolina","1979",8.759396553
"South Dakota","1979",8.039315224
"Tennessee","1979",9.93864727
"Texas","1979",11.90022087
"Utah","1979",7.909051418
"Vermont","1979",8.090291977
"Virginia","1979",8.028717995
"Washington","1979",8.31593132
"West Virginia","1979",9.78076458
"Wisconsin","1979",8.464871407
"Wyoming","1979",9.095209122
"Alabama","1980",10.0110445
"Alaska","1980",5.327894688
"Arizona","1980",8.558009148
"Arkansas","1980",10.04799271
"California","1980",9.905414581
"Colorado","1980",9.305003166
"Connecticut","1980",12.2391777
"Delaware","1980",10.1928215
"District of Columbia","1980",14.48427391
"Florida","1980",12.22562122
"Georgia","1980",8.945123672
"Hawaii","1980",7.522921562
"Idaho","1980",7.67830658
"Illinois","1980",9.630196571
"Indiana","1980",8.4414711
"Iowa","1980",8.244951248
"Kansas","1980",10.16928959
"Kentucky","1980",9.688569069
"Louisiana","1980",11.2170639
"Maine","1980",8.552000046
"Maryland","1980",8.128797531
"Massachusetts","1980",10.03147888
"Michigan","1980",8.905745506
"Minnesota","1980",9.307705879
"Mississippi","1980",10.48187923
"Missouri","1980",9.956412315
"Montana","1980",8.016199112
"Nebraska","1980",9.334480286
"Nevada","1980",11.0927887
"New Hampshire","1980",8.475382805
"New Jersey","1980",9.831558228
"New Mexico","1980",8.903879166
"New York","1980",12.07793522
"North Carolina","1980",9.032335281
"North Dakota","1980",9.622496605
"Ohio","1980",8.979357719
"Oklahoma","1980",11.44016361
"Oregon","1980",8.245575905
"Pennsylvania","1980",9.374740601
"Rhode Island","1980",10.24732876
"South Carolina","1980",8.15850544
"South Dakota","1980",8.578401566
"Tennessee","1980",10.09176159
"Texas","1980",12.18421364
"Utah","1980",7.789310932
"Vermont","1980",7.966231346
"Virginia","1980",7.967195988
"Washington","1980",8.373303413
"West Virginia","1980",9.542517662
"Wisconsin","1980",8.212260246
"Wyoming","1980",8.998867035
"Alabama","1981",9.347866058
"Alaska","1981",6.077020645
"Arizona","1981",8.548779488
"Arkansas","1981",9.641844749
"California","1981",10.09115696
"Colorado","1981",9.48320961
"Connecticut","1981",11.85625267
"Delaware","1981",10.06297112
"District of Columbia","1981",14.34109116
"Florida","1981",12.02534866
"Georgia","1981",8.833025932
"Hawaii","1981",7.59741354
"Idaho","1981",7.902228832
"Illinois","1981",9.841946602
"Indiana","1981",8.173974991
"Iowa","1981",7.875016689
"Kansas","1981",9.897891998
"Kentucky","1981",9.678212166
"Louisiana","1981",11.15041065
"Maine","1981",8.218092918
"Maryland","1981",8.558914185
"Massachusetts","1981",10.3223896
"Michigan","1981",8.544610977
"Minnesota","1981",8.987599373
"Mississippi","1981",10.14908123
"Missouri","1981",9.457474709
"Montana","1981",7.574011803
"Nebraska","1981",8.426699638
"Nevada","1981",11.0424099
"New Hampshire","1981",8.160462379
"New Jersey","1981",9.963252068
"New Mexico","1981",8.344734192
"New York","1981",12.60695362
"North Carolina","1981",8.642168045
"North Dakota","1981",8.103165627
"Ohio","1981",8.826294899
"Oklahoma","1981",11.41086197
"Oregon","1981",8.267725945
"Pennsylvania","1981",9.325643539
"Rhode Island","1981",9.484053612
"South Carolina","1981",8.130179405
"South Dakota","1981",7.507734776
"Tennessee","1981",10.03282452
"Texas","1981",12.51795769
"Utah","1981",7.58842802
"Vermont","1981",7.534443855
"Virginia","1981",7.909223557
"Washington","1981",7.837115288
"West Virginia","1981",9.696546555
"Wisconsin","1981",8.379770279
"Wyoming","1981",9.3226614
"Alabama","1982",10.65956593
"Alaska","1982",6.058968544
"Arizona","1982",9.975681305
"Arkansas","1982",10.9121027
"California","1982",10.29604816
"Colorado","1982",9.929408073
"Connecticut","1982",12.3467617
"Delaware","1982",9.770525932
"District of Columbia","1982",14.75729465
"Florida","1982",14.0857296
"Georgia","1982",10.32876015
"Hawaii","1982",7.190300465
"Idaho","1982",8.624221802
"Illinois","1982",10.2805109
"Indiana","1982",9.16408062
"Iowa","1982",9.074662209
"Kansas","1982",10.14424038
"Kentucky","1982",10.69962406
"Louisiana","1982",11.99750996
"Maine","1982",9.302773476
"Maryland","1982",8.807412148
"Massachusetts","1982",11.04735279
"Michigan","1982",9.397515297
"Minnesota","1982",9.410104752
"Mississippi","1982",11.73020935
"Missouri","1982",10.46111584
"Montana","1982",8.833366394
"Nebraska","1982",9.271450043
"Nevada","1982",11.44431591
"New Hampshire","1982",9.332551003
"New Jersey","1982",10.49168777
"New Mexico","1982",9.303038597
"New York","1982",13.22854137
"North Carolina","1982",10.01928043
"North Dakota","1982",8.713318825
"Ohio","1982",9.710367203
"Oklahoma","1982",12.12233734
"Oregon","1982",9.105705261
"Pennsylvania","1982",10.31516647
"Rhode Island","1982",10.46397305
"South Carolina","1982",9.423303604
"South Dakota","1982",8.247974396
"Tennessee","1982",11.27172375
"Texas","1982",12.39781857
"Utah","1982",8.368697166
"Vermont","1982",8.859829903
"Virginia","1982",8.534853935
"Washington","1982",8.30737114
"West Virginia","1982",10.75943565
"Wisconsin","1982",9.348215103
"Wyoming","1982",8.474666595
"Alabama","1983",11.21325397
"Alaska","1983",8.105787277
"Arizona","1983",10.14625072
"Arkansas","1983",12.06117153
"California","1983",10.88375759
"Colorado","1983",10.55977726
"Connecticut","1983",13.07645035
"Delaware","1983",10.18346405
"District of Columbia","1983",15.46600819
"Florida","1983",14.48572445
"Georgia","1983",10.54091167
"Hawaii","1983",7.778112411
"Idaho","1983",9.675314903
"Illinois","1983",11.33117962
"Indiana","1983",10.18236065
"Iowa","1983",10.40369415
"Kansas","1983",11.01065922
"Kentucky","1983",12.39490414
"Louisiana","1983",14.4244318
"Maine","1983",10.1086731
"Maryland","1983",9.364154816
"Massachusetts","1983",11.21043873
"Michigan","1983",9.29411602
"Minnesota","1983",10.20883179
"Mississippi","1983",12.59192848
"Missouri","1983",11.00271511
"Montana","1983",10.43345547
"Nebraska","1983",10.55991554
"Nevada","1983",12.91171074
"New Hampshire","1983",9.359920502
"New Jersey","1983",11.52956963
"New Mexico","1983",10.50494862
"New York","1983",14.10157204
"North Carolina","1983",10.06428623
"North Dakota","1983",9.816238403
"Ohio","1983",10.14695454
"Oklahoma","1983",14.10531616
"Oregon","1983",10.08194637
"Pennsylvania","1983",11.26776314
"Rhode Island","1983",10.73659039
"South Carolina","1983",10.08020878
"South Dakota","1983",9.812366486
"Tennessee","1983",11.80774021
"Texas","1983",14.00376606
"Utah","1983",8.919157982
"Vermont","1983",9.525405884
"Virginia","1983",8.87311554
"Washington","1983",9.328251839
"West Virginia","1983",12.15305519
"Wisconsin","1983",10.08345509
"Wyoming","1983",10.59017563
"Alabama","1984",11.71527863
"Alaska","1984",8.170892715
"Arizona","1984",11.0388031
"Arkansas","1984",11.8098774
"California","1984",11.48735046
"Colorado","1984",10.92870998
"Connecticut","1984",13.58421326
"Delaware","1984",10.70804214
"District of Columbia","1984",16.44564629
"Florida","1984",15.66842937
"Georgia","1984",11.08397675
"Hawaii","1984",8.646964073
"Idaho","1984",10.21435452
"Illinois","1984",11.82679844
"Indiana","1984",10.340868
"Iowa","1984",9.775028229
"Kansas","1984",10.78266621
"Kentucky","1984",12.0753336
"Louisiana","1984",13.98262596
"Maine","1984",9.991570473
"Maryland","1984",9.761019707
"Massachusetts","1984",11.69043255
"Michigan","1984",9.76186657
"Minnesota","1984",10.07292271
"Mississippi","1984",12.76733017
"Missouri","1984",11.22227001
"Montana","1984",10.51001358
"Nebraska","1984",10.22113609
"Nevada","1984",14.31457901
"New Hampshire","1984",9.940517426
"New Jersey","1984",11.94081974
"New Mexico","1984",10.72997952
"New York","1984",14.66182804
"North Carolina","1984",10.71795273
"North Dakota","1984",9.660155296
"Ohio","1984",10.23985863
"Oklahoma","1984",13.82374859
"Oregon","1984",10.1281271
"Pennsylvania","1984",11.86978722
"Rhode Island","1984",11.22601223
"South Carolina","1984",10.35964966
"South Dakota","1984",9.701284409
"Tennessee","1984",12.22699547
"Texas","1984",14.66876507
"Utah","1984",8.90502739
"Vermont","1984",9.862640381
"Virginia","1984",9.43680191
"Washington","1984",9.633839607
"West Virginia","1984",11.73001099
"Wisconsin","1984",10.16661072
"Wyoming","1984",10.05491829
"Alabama","1985",12.44274712
"Alaska","1985",8.114345551
"Arizona","1985",11.9023695
"Arkansas","1985",12.47708225
"California","1985",12.45278549
"Colorado","1985",11.18357372
"Connecticut","1985",14.63734531
"Delaware","1985",10.99631023
"District of Columbia","1985",18.06186676
"Florida","1985",16.50107193
"Georgia","1985",12.23563671
"Hawaii","1985",8.601135254
"Idaho","1985",11.16729927
"Illinois","1985",12.4812088
"Indiana","1985",10.72605419
"Iowa","1985",9.747312546
"Kansas","1985",11.55925751
"Kentucky","1985",12.43752384
"Louisiana","1985",13.87600708
"Maine","1985",10.84092426
"Maryland","1985",10.60087013
"Massachusetts","1985",12.55042934
"Michigan","1985",10.60040855
"Minnesota","1985",10.96562958
"Mississippi","1985",12.75015831
"Missouri","1985",11.90928555
"Montana","1985",10.28686619
"Nebraska","1985",10.72905922
"Nevada","1985",15.03349876
"New Hampshire","1985",10.82278347
"New Jersey","1985",13.21717644
"New Mexico","1985",11.31670761
"New York","1985",15.52242374
"North Carolina","1985",11.26251698
"North Dakota","1985",9.875231743
"Ohio","1985",10.80190086
"Oklahoma","1985",13.47767258
"Oregon","1985",10.64524555
"Pennsylvania","1985",12.55975914
"Rhode Island","1985",11.72732639
"South Carolina","1985",10.96650887
"South Dakota","1985",10.01974964
"Tennessee","1985",12.78104591
"Texas","1985",14.41274548
"Utah","1985",9.264063835
"Vermont","1985",10.57898617
"Virginia","1985",10.28728867
"Washington","1985",9.969334602
"West Virginia","1985",12.29415894
"Wisconsin","1985",10.71052456
"Wyoming","1985",10.22723866
"Alabama","1986",15.30971718
"Alaska","1986",8.869695663
"Arizona","1986",14.96683598
"Arkansas","1986",14.7768364
"California","1986",15.77325153
"Colorado","1986",13.28929329
"Connecticut","1986",19.55488014
"Delaware","1986",13.81067276
"District of Columbia","1986",23.27763557
"Florida","1986",22.43113518
"Georgia","1986",15.27953815
"Hawaii","1986",11.202981
"Idaho","1986",12.16451645
"Illinois","1986",15.60141563
"Indiana","1986",13.48324299
"Iowa","1986",11.52998257
"Kansas","1986",12.89362049
"Kentucky","1986",15.35700035
"Louisiana","1986",15.27102947
"Maine","1986",14.55135632
"Maryland","1986",13.57422447
"Massachusetts","1986",16.54867744
"Michigan","1986",13.29206371
"Minnesota","1986",14.22951031
"Mississippi","1986",15.08643627
"Missouri","1986",14.93763828
"Montana","1986",11.54678535
"Nebraska","1986",12.85548401
"Nevada","1986",20.00411797
"New Hampshire","1986",15.40337086
"New Jersey","1986",17.67049789
"New Mexico","1986",12.75568199
"New York","1986",20.48071098
"North Carolina","1986",14.40313721
"North Dakota","1986",11.33861256
"Ohio","1986",13.4319067
"Oklahoma","1986",13.80081463
"Oregon","1986",12.89462662
"Pennsylvania","1986",15.6514492
"Rhode Island","1986",16.34698677
"South Carolina","1986",13.82900906
"South Dakota","1986",12.21338654
"Tennessee","1986",16.31520844
"Texas","1986",15.78312683
"Utah","1986",11.56012249
"Vermont","1986",14.30821037
"Virginia","1986",13.19825935
"Washington","1986",12.53502941
"West Virginia","1986",14.49995708
"Wisconsin","1986",13.16350269
"Wyoming","1986",11.11252975
"Alabama","1987",11.5369339
"Alaska","1987",7.61239624
"Arizona","1987",11.74857616
"Arkansas","1987",11.38765144
"California","1987",13.00507069
"Colorado","1987",10.15396404
"Connecticut","1987",15.58968353
"Delaware","1987",10.69371796
"District of Columbia","1987",17.99764252
"Florida","1987",16.7260437
"Georgia","1987",11.85871983
"Hawaii","1987",9.46555233
"Idaho","1987",9.195368767
"Illinois","1987",13.22524548
"Indiana","1987",10.11102772
"Iowa","1987",8.84265995
"Kansas","1987",10.40264225
"Kentucky","1987",11.77499676
"Louisiana","1987",11.68700218
"Maine","1987",11.38002586
"Maryland","1987",11.05344582
"Massachusetts","1987",13.22408485
"Michigan","1987",10.89117813
"Minnesota","1987",10.63256264
"Mississippi","1987",11.42717266
"Missouri","1987",11.03794765
"Montana","1987",9.485348701
"Nebraska","1987",9.279083252
"Nevada","1987",15.15303898
"New Hampshire","1987",11.73953724
"New Jersey","1987",14.51862526
"New Mexico","1987",9.683587074
"New York","1987",16.25351524
"North Carolina","1987",11.17818069
"North Dakota","1987",8.254523277
"Ohio","1987",11.13738823
"Oklahoma","1987",10.56819057
"Oregon","1987",10.31350136
"Pennsylvania","1987",12.53615475
"Rhode Island","1987",12.55743694
"South Carolina","1987",10.348629
"South Dakota","1987",9.398116112
"Tennessee","1987",12.23921871
"Texas","1987",12.48083401
"Utah","1987",9.030452728
"Vermont","1987",10.95701218
"Virginia","1987",10.24738312
"Washington","1987",9.999168396
"West Virginia","1987",10.84948826
"Wisconsin","1987",10.14619732
"Wyoming","1987",8.925656319
"Alabama","1988",13.58374023
"Alaska","1988",8.496770859
"Arizona","1988",13.66780853
"Arkansas","1988",13.61904049
"California","1988",16.196661
"Colorado","1988",12.51917839
"Connecticut","1988",19.36516953
"Delaware","1988",12.80632782
"District of Columbia","1988",20.73732376
"Florida","1988",21.35477066
"Georgia","1988",14.70524693
"Hawaii","1988",12.22895908
"Idaho","1988",11.43656731
"Illinois","1988",16.15159225
"Indiana","1988",12.14634132
"Iowa","1988",10.69471073
"Kansas","1988",13.16478729
"Kentucky","1988",13.40385914
"Louisiana","1988",13.33439541
"Maine","1988",12.24237919
"Maryland","1988",13.24238968
"Massachusetts","1988",14.95849133
"Michigan","1988",12.87842846
"Minnesota","1988",13.0130024
"Mississippi","1988",12.85655117
